pH,Turbidity,Chloramine,Dissolved Oxygen,Solids,Potability
7.18,2.79,0.97,7.84,884.29,TRUE
6.76,3.3,1.28,6.58,203.14,TRUE
7.51,3.39,2.09,7.3,409.31,TRUE
7.38,3.03,2.22,6.89,941.62,TRUE
7.68,3.39,0.66,7.24,738.52,TRUE
8.21,4.67,2.54,7.35,42.1,TRUE
8.05,3.71,3.2,6.8,731.8,TRUE
8.44,2.15,0.09,7.55,1114.58,TRUE
7.71,1.64,2.32,7.79,688.64,TRUE
7.99,1.11,2.95,7.72,254.48,TRUE
8.14,2.02,0.17,6.8,82.35,TRUE
6.67,3.34,0.17,7.88,1064.71,TRUE
7.08,2.47,2.23,6.91,971.45,TRUE
6.51,4.64,3.35,7.84,91.76,TRUE
8.05,3.38,0.11,6.81,1100.05,TRUE
6.68,2.46,3.26,7.55,304.52,TRUE
7.0,2.68,3.19,6.7,746.75,TRUE
8.09,2.82,3.09,6.87,1095.76,TRUE
7.71,1.06,2.19,7.97,1157.93,TRUE
6.59,4.65,1.23,7.2,457.26,TRUE
7.23,3.83,2.14,7.12,958.59,TRUE
7.29,1.47,3.13,7.07,508.11,TRUE
7.2,1.85,2.58,7.74,526.4,TRUE
7.77,3.59,3.25,7.62,972.21,TRUE
7.4,2.65,3.09,6.52,1169.37,TRUE
7.12,4.83,3.37,7.53,863.94,TRUE
8.24,2.61,3.94,7.11,1120.34,TRUE
8.24,1.2,2.25,6.83,150.5,TRUE
8.3,4.72,2.04,7.88,1061.46,TRUE
7.79,4.86,3.62,6.97,886.09,TRUE
7.78,2.33,0.69,6.85,869.68,TRUE
8.11,3.17,2.25,6.92,704.91,TRUE
6.85,4.01,3.13,7.37,1047.05,TRUE
6.68,4.08,2.72,7.59,856.77,TRUE
6.94,1.52,3.02,7.38,146.2,TRUE
6.8,2.99,3.99,7.68,132.65,TRUE
7.11,3.01,0.6,7.01,1018.52,TRUE
8.21,3.05,2.54,6.57,1159.72,TRUE
7.96,4.46,2.97,7.13,956.39,TRUE
7.26,4.9,0.68,7.72,481.4,TRUE
6.54,4.56,3.9,7.85,994.21,TRUE
7.01,3.36,1.48,7.06,923.23,TRUE
6.93,2.93,1.49,7.5,347.78,TRUE
7.16,2.79,0.08,7.95,430.04,TRUE
7.97,4.3,1.7,7.23,574.94,TRUE
8.04,4.82,3.3,7.88,194.52,TRUE
6.73,2.82,3.48,8.0,458.35,TRUE
7.85,1.19,1.05,7.23,267.02,TRUE
8.48,4.7,3.12,6.65,860.37,TRUE
6.66,1.75,1.57,7.78,906.43,TRUE
6.87,1.44,0.2,7.42,886.66,TRUE
7.56,2.15,3.71,7.98,211.52,TRUE
7.95,1.13,0.11,7.46,626.53,TRUE
7.13,2.07,3.61,6.81,971.88,TRUE
6.71,2.32,0.73,7.48,147.38,TRUE
7.16,4.75,1.44,7.43,300.45,TRUE
7.44,2.42,1.32,7.27,1148.42,TRUE
7.57,4.86,1.82,7.61,1024.73,TRUE
7.04,1.6,1.28,7.8,918.06,TRUE
7.95,2.66,0.09,6.72,113.22,TRUE
6.71,1.08,2.23,7.98,573.47,TRUE
6.88,1.19,0.6,7.79,1063.7,TRUE
6.7,4.58,2.31,7.3,1187.76,TRUE
7.48,1.74,1.28,6.94,40.48,TRUE
8.24,1.92,2.84,6.6,1112.34,TRUE
6.92,4.68,1.51,7.04,362.67,TRUE
8.25,2.44,0.79,8.0,906.49,TRUE
8.42,4.51,0.74,6.63,614.66,TRUE
8.22,1.27,0.48,7.16,1107.19,TRUE
7.41,4.6,1.34,6.7,676.4,TRUE
7.23,2.2,3.38,6.79,409.42,TRUE
7.48,2.07,0.45,6.9,688.08,TRUE
8.46,4.62,0.33,6.6,530.72,TRUE
6.51,1.04,2.03,6.77,985.8,TRUE
7.32,4.96,3.36,6.96,371.06,TRUE
6.97,2.63,3.18,7.75,538.27,TRUE
7.77,1.59,3.58,6.91,1112.01,TRUE
8.23,2.22,0.59,6.65,558.92,TRUE
7.66,3.15,2.09,7.15,297.87,TRUE
8.32,2.94,2.34,6.64,674.69,TRUE
8.36,2.32,3.38,6.74,1158.58,TRUE
7.97,4.03,0.96,7.35,1135.39,TRUE
7.76,3.91,2.66,7.89,244.35,TRUE
8.0,3.24,1.98,7.98,982.6,TRUE
8.21,4.88,0.22,7.19,1055.09,TRUE
8.11,1.15,2.46,7.04,331.41,TRUE
6.68,4.81,1.98,7.23,1197.92,TRUE
6.73,3.52,3.17,7.65,184.17,TRUE
7.53,2.79,1.03,7.54,206.49,TRUE
8.1,1.69,0.92,6.76,24.57,TRUE
7.86,3.05,0.68,7.78,743.36,TRUE
8.23,3.6,1.61,7.54,22.25,TRUE
7.75,5.0,3.17,6.77,938.47,TRUE
7.97,4.34,2.43,7.72,140.17,TRUE
8.38,3.05,3.79,7.85,536.83,TRUE
6.56,3.38,3.81,7.35,430.29,TRUE
6.83,2.19,3.69,7.69,1183.9,TRUE
8.35,2.01,0.75,6.62,328.0,TRUE
6.54,2.64,2.96,6.79,472.04,TRUE
8.25,1.31,0.75,6.6,1103.94,TRUE
7.07,1.87,1.76,7.22,1108.39,TRUE
7.19,3.3,1.52,6.53,310.49,TRUE
8.07,3.3,2.96,6.83,130.34,TRUE
6.52,4.98,2.48,6.8,703.5,TRUE
7.52,3.76,3.37,7.07,225.39,TRUE
7.03,1.5,0.69,7.48,543.08,TRUE
7.02,3.87,1.81,7.43,600.51,TRUE
7.6,2.06,2.5,7.8,907.93,TRUE
7.72,3.27,2.02,7.72,560.06,TRUE
7.57,3.36,3.63,7.29,873.64,TRUE
8.15,1.75,3.96,7.44,310.63,TRUE
8.03,3.57,2.82,6.69,184.55,TRUE
7.05,4.85,0.49,6.66,482.22,TRUE
6.56,3.37,1.32,6.9,1119.22,TRUE
7.96,2.69,3.27,7.91,803.46,TRUE
7.35,2.22,2.97,7.7,1166.91,TRUE
7.32,2.12,2.34,7.07,1160.68,TRUE
6.65,1.67,0.75,7.06,360.45,TRUE
7.32,4.68,3.15,7.45,902.57,TRUE
7.26,1.35,0.05,7.28,25.77,TRUE
6.63,1.44,3.69,6.68,647.82,TRUE
6.56,2.37,1.44,7.13,671.49,TRUE
8.05,4.99,0.4,6.61,838.65,TRUE
8.06,4.49,1.33,7.97,780.16,TRUE
8.09,2.32,0.51,7.71,695.48,TRUE
7.89,1.69,3.46,7.97,725.07,TRUE
7.39,2.99,4.0,7.68,1199.36,TRUE
6.7,2.81,2.04,7.95,29.0,TRUE
7.31,2.8,2.41,7.94,1113.64,TRUE
6.97,2.9,2.57,7.32,366.76,TRUE
6.53,4.87,2.87,7.57,364.25,TRUE
7.84,1.05,1.88,6.89,225.14,TRUE
8.14,1.94,1.39,7.71,512.87,TRUE
8.38,1.59,1.37,6.53,35.52,TRUE
7.31,4.04,1.38,6.57,681.27,TRUE
7.31,1.63,3.39,7.49,1168.7,TRUE
7.55,4.01,0.64,7.34,326.75,TRUE
6.76,2.05,2.63,7.91,1129.16,TRUE
7.77,1.59,3.54,7.63,369.92,TRUE
6.51,2.65,1.33,7.55,886.8,TRUE
7.54,2.12,3.47,7.04,398.73,TRUE
7.3,2.33,3.04,7.44,413.52,TRUE
6.92,1.23,3.58,6.61,57.18,TRUE
7.34,1.82,2.87,7.83,326.13,TRUE
6.64,2.05,2.48,6.53,297.93,TRUE
8.03,3.59,0.12,6.94,180.72,TRUE
7.72,2.16,2.63,7.33,284.35,TRUE
6.84,1.89,0.87,7.51,69.5,TRUE
8.39,3.25,2.67,6.59,970.33,TRUE
6.88,1.38,0.42,6.97,761.88,TRUE
6.94,1.62,2.32,7.94,1021.2,TRUE
7.11,1.92,0.36,7.16,985.13,TRUE
8.24,4.94,0.75,6.81,271.79,TRUE
7.81,2.97,3.33,7.79,1162.88,TRUE
6.56,3.04,3.92,7.06,545.93,TRUE
6.92,1.39,3.41,7.88,32.99,TRUE
7.99,1.06,0.31,6.89,598.47,TRUE
8.25,3.22,1.82,7.79,421.06,TRUE
7.86,2.94,0.18,6.59,308.4,TRUE
8.34,4.04,2.18,6.9,1096.95,TRUE
7.99,1.67,0.46,7.51,785.83,TRUE
6.59,2.24,1.63,7.36,1193.01,TRUE
7.51,4.94,0.57,7.88,197.09,TRUE
7.5,4.66,2.53,6.52,254.28,TRUE
6.79,3.3,1.87,7.79,847.61,TRUE
8.19,1.78,1.7,6.79,254.36,TRUE
7.29,1.7,0.37,7.58,667.14,TRUE
8.02,1.48,0.3,7.62,702.8,TRUE
7.1,1.83,0.01,7.09,94.11,TRUE
7.21,1.32,1.42,7.21,334.67,TRUE
6.8,1.51,2.57,7.72,276.4,TRUE
6.98,3.44,3.69,7.12,755.11,TRUE
7.16,3.55,2.42,7.02,502.93,TRUE
6.53,1.71,0.46,7.78,1018.76,TRUE
7.54,4.98,3.31,7.13,156.36,TRUE
8.47,2.89,1.52,7.08,745.98,TRUE
6.54,1.14,2.12,6.83,382.76,TRUE
8.09,4.45,1.85,7.32,335.07,TRUE
7.01,1.7,0.27,7.27,239.59,TRUE
8.31,4.22,2.38,7.5,261.0,TRUE
7.68,4.49,3.13,7.23,559.71,TRUE
7.11,2.56,1.74,6.57,1016.57,TRUE
6.89,4.18,1.5,7.07,594.49,TRUE
7.86,2.59,1.11,7.32,880.7,TRUE
7.49,3.31,2.41,6.88,39.06,TRUE
7.16,1.6,2.87,7.22,1157.98,TRUE
6.61,1.64,1.18,7.9,1078.65,TRUE
6.78,1.62,2.22,7.99,960.2,TRUE
8.02,3.0,3.92,6.61,1015.71,TRUE
6.61,4.56,3.36,6.88,220.22,TRUE
6.68,2.29,0.1,6.54,629.73,TRUE
8.21,2.36,0.95,7.88,401.34,TRUE
7.22,2.51,2.54,7.5,1023.38,TRUE
8.48,4.19,2.96,6.54,1168.6,TRUE
7.9,1.94,1.9,7.51,398.48,TRUE
6.55,4.28,1.72,6.75,787.73,TRUE
6.58,3.28,2.68,7.94,1139.82,TRUE
8.15,3.44,0.69,6.72,780.21,TRUE
7.2,2.85,3.41,7.98,449.3,TRUE
7.45,3.77,2.4,6.85,1177.32,TRUE
8.23,2.21,0.58,6.83,929.7,TRUE
7.85,1.31,2.47,6.71,251.87,TRUE
7.38,2.02,3.77,7.23,900.41,TRUE
8.17,4.25,0.67,7.02,133.24,TRUE
6.56,3.56,3.04,6.63,98.06,TRUE
6.68,3.46,2.36,6.72,752.96,TRUE
7.06,4.49,3.52,6.66,998.51,TRUE
7.66,2.35,3.11,7.12,516.25,TRUE
7.13,3.53,1.77,7.73,1053.04,TRUE
8.07,1.56,0.08,7.45,832.86,TRUE
8.14,1.57,0.32,7.0,964.47,TRUE
7.04,2.71,1.27,7.2,240.91,TRUE
7.15,1.04,0.0,7.88,650.35,TRUE
6.96,4.37,0.97,6.83,208.61,TRUE
8.08,1.91,1.73,7.26,584.07,TRUE
7.55,2.09,1.17,6.74,657.96,TRUE
8.48,3.8,0.43,7.35,967.55,TRUE
8.1,1.29,0.49,7.82,246.54,TRUE
8.37,3.87,3.62,7.04,464.9,TRUE
8.44,4.37,1.56,7.56,580.44,TRUE
7.31,2.73,2.7,6.76,1133.92,TRUE
6.63,2.65,3.97,6.87,1027.94,TRUE
7.87,4.45,0.82,7.85,589.45,TRUE
8.22,1.22,1.97,7.86,739.17,TRUE
7.62,2.1,3.74,6.58,2.23,TRUE
7.17,3.18,2.02,7.8,965.53,TRUE
6.77,1.75,3.23,6.57,826.87,TRUE
8.41,4.73,0.18,6.54,32.63,TRUE
6.76,3.64,1.81,7.03,109.71,TRUE
8.43,2.66,0.98,6.57,596.83,TRUE
7.7,1.02,3.37,7.96,985.25,TRUE
7.35,3.85,3.55,6.71,921.0,TRUE
7.06,1.14,3.23,6.53,1149.1,TRUE
7.31,1.06,2.89,7.98,502.17,TRUE
8.11,2.96,3.1,7.98,129.7,TRUE
7.64,4.37,0.64,7.93,208.46,TRUE
7.85,1.81,2.62,7.76,57.15,TRUE
8.22,2.69,3.55,7.41,624.24,TRUE
8.46,2.12,1.18,7.33,861.5,TRUE
8.37,3.38,0.76,6.71,818.71,TRUE
8.02,2.14,2.47,7.17,920.25,TRUE
7.33,3.52,0.04,7.54,583.99,TRUE
7.29,3.79,3.86,7.93,989.53,TRUE
8.24,2.23,0.36,7.17,981.54,TRUE
7.49,4.04,0.42,7.37,650.01,TRUE
7.18,1.4,1.02,7.17,593.7,TRUE
7.48,3.9,2.81,7.03,1086.85,TRUE
6.64,2.26,1.26,6.64,590.68,TRUE
7.9,3.95,0.76,6.5,613.01,TRUE
7.26,3.4,3.95,7.15,71.49,TRUE
7.88,2.34,0.15,7.88,439.86,TRUE
7.59,1.71,0.98,7.39,585.04,TRUE
8.19,3.48,1.23,6.53,33.41,TRUE
7.06,3.4,3.17,6.85,675.84,TRUE
7.1,1.96,2.05,7.63,313.26,TRUE
6.53,4.42,1.89,7.37,381.34,TRUE
7.22,2.87,2.0,7.34,667.25,TRUE
7.23,4.04,2.73,7.77,833.95,TRUE
7.87,2.9,2.55,7.6,1010.45,TRUE
8.45,3.2,3.94,6.71,116.52,TRUE
6.69,1.04,2.12,6.53,787.88,TRUE
7.6,3.34,3.32,6.71,1141.04,TRUE
8.1,2.6,2.0,7.26,655.57,TRUE
8.41,2.29,0.42,6.78,1141.26,TRUE
7.09,2.08,3.01,6.89,507.37,TRUE
6.85,2.85,2.83,6.86,203.64,TRUE
6.92,4.79,0.5,6.9,1079.05,TRUE
7.28,3.93,3.06,7.69,1127.59,TRUE
7.33,3.02,3.89,7.47,679.57,TRUE
7.25,2.19,0.86,7.72,494.41,TRUE
7.29,1.88,0.45,6.85,790.78,TRUE
7.09,2.18,2.82,7.94,218.43,TRUE
7.37,1.0,0.5,7.72,1150.96,TRUE
7.55,2.67,3.58,7.94,756.33,TRUE
6.93,4.49,1.86,7.89,730.53,TRUE
7.06,1.87,1.0,6.82,610.78,TRUE
7.29,3.11,2.36,7.4,451.73,TRUE
6.69,4.46,0.35,7.11,815.19,TRUE
8.24,1.4,3.58,6.65,157.66,TRUE
7.78,3.74,1.02,6.79,1196.78,TRUE
7.29,4.7,3.47,6.75,1064.48,TRUE
6.72,2.23,3.93,7.08,721.06,TRUE
6.93,1.36,2.2,7.17,716.74,TRUE
7.27,3.46,2.43,7.36,848.45,TRUE
8.31,4.47,2.3,7.06,577.79,TRUE
8.22,1.95,1.95,7.62,567.98,TRUE
7.73,3.67,2.47,6.63,1107.84,TRUE
7.68,3.88,2.34,7.6,306.72,TRUE
7.66,1.51,2.83,6.97,559.16,TRUE
7.15,1.3,3.96,6.73,158.13,TRUE
6.58,3.8,2.38,7.36,794.0,TRUE
6.54,4.19,1.37,7.01,616.13,TRUE
8.38,4.98,2.58,7.98,784.61,TRUE
6.65,2.7,2.49,7.96,89.71,TRUE
8.07,4.76,3.81,7.47,59.87,TRUE
8.0,3.23,3.59,6.69,170.73,TRUE
7.23,2.51,3.51,6.96,393.38,TRUE
7.81,4.66,2.3,6.86,74.06,TRUE
8.13,4.65,3.59,6.72,898.19,TRUE
8.11,2.29,0.07,7.83,207.47,TRUE
7.63,1.13,3.82,6.98,907.22,TRUE
6.72,1.85,1.86,7.44,591.55,TRUE
7.93,4.96,2.41,6.85,1010.19,TRUE
6.65,4.14,0.7,6.68,478.48,TRUE
6.51,3.29,2.59,7.52,126.36,TRUE
6.86,2.14,1.03,7.9,221.2,TRUE
6.85,4.77,3.09,6.96,627.83,TRUE
7.08,1.65,2.74,7.75,1076.96,TRUE
7.07,2.35,2.9,7.35,670.25,TRUE
8.36,3.59,2.36,6.83,618.0,TRUE
8.16,2.0,0.08,7.69,37.75,TRUE
7.8,2.09,0.92,7.25,966.95,TRUE
8.29,4.3,2.68,7.8,183.74,TRUE
6.62,2.47,1.88,7.34,507.45,TRUE
7.24,2.56,2.31,7.67,825.35,TRUE
8.04,1.88,0.28,6.82,925.89,TRUE
7.62,2.37,2.29,7.43,52.55,TRUE
6.97,4.25,2.63,7.08,272.16,TRUE
7.18,3.12,2.41,7.48,178.86,TRUE
6.99,3.71,0.64,7.09,929.23,TRUE
6.78,3.38,2.34,7.52,873.2,TRUE
6.62,3.35,1.74,7.92,208.56,TRUE
7.32,2.33,1.12,6.66,1087.59,TRUE
6.85,4.05,1.33,7.1,704.71,TRUE
7.23,1.87,1.8,7.33,685.34,TRUE
8.15,2.63,0.5,6.9,353.94,TRUE
8.06,1.37,3.73,6.86,714.47,TRUE
8.41,2.64,2.11,6.82,253.11,TRUE
7.1,1.54,2.72,6.98,226.2,TRUE
6.65,3.56,3.4,7.07,844.43,TRUE
6.68,3.43,3.78,7.64,217.37,TRUE
8.45,1.58,2.72,6.7,959.25,TRUE
6.68,1.61,0.4,7.22,667.53,TRUE
6.57,1.88,2.69,6.94,716.27,TRUE
8.47,3.58,2.59,7.17,234.95,TRUE
8.04,4.59,1.78,6.89,1032.08,TRUE
8.38,4.49,1.36,6.6,718.87,TRUE
7.15,2.15,2.59,7.28,188.41,TRUE
7.74,1.11,1.89,6.53,859.5,TRUE
7.2,2.55,2.8,7.69,1118.38,TRUE
7.08,4.48,2.75,6.97,1180.21,TRUE
7.17,4.84,3.12,7.38,337.87,TRUE
7.63,2.48,2.41,7.06,385.38,TRUE
8.25,1.03,2.36,7.95,70.06,TRUE
8.17,4.66,1.18,6.94,1136.56,TRUE
7.01,3.82,3.99,7.49,1164.81,TRUE
7.77,4.77,1.08,7.85,783.2,TRUE
6.63,3.47,1.32,7.33,775.74,TRUE
6.55,4.81,3.71,7.18,39.29,TRUE
8.16,3.04,2.37,7.38,1022.49,TRUE
7.26,4.51,3.9,7.18,408.05,TRUE
6.53,4.91,3.29,7.9,93.38,TRUE
7.01,2.18,2.38,6.81,557.38,TRUE
6.63,2.16,1.56,6.83,1145.89,TRUE
6.84,2.19,1.24,7.28,1069.18,TRUE
7.79,3.31,3.03,7.67,389.19,TRUE
6.56,3.72,0.55,6.57,315.66,TRUE
7.5,1.53,3.04,6.73,838.99,TRUE
7.72,4.71,1.66,7.78,904.01,TRUE
6.93,4.56,3.36,7.56,680.61,TRUE
7.34,2.83,3.59,7.38,191.7,TRUE
8.13,1.43,1.26,7.3,663.37,TRUE
8.14,3.23,1.17,7.45,369.77,TRUE
7.46,3.59,2.84,7.56,1187.66,TRUE
7.01,4.37,3.78,6.96,663.42,TRUE
7.5,4.25,3.84,7.48,876.87,TRUE
8.42,1.76,3.48,6.5,676.36,TRUE
8.41,3.63,2.03,7.14,149.7,TRUE
8.1,1.52,0.6,7.34,99.03,TRUE
7.1,2.37,0.6,7.89,471.24,TRUE
8.14,1.74,0.21,6.91,777.68,TRUE
7.15,1.87,2.54,7.51,636.32,TRUE
7.7,4.24,0.18,7.59,475.68,TRUE
8.1,3.71,2.14,6.84,1115.47,TRUE
7.75,2.74,1.44,7.81,950.44,TRUE
8.11,4.17,1.68,7.6,404.43,TRUE
6.63,4.32,1.57,6.8,918.44,TRUE
7.84,2.25,1.28,7.43,30.31,TRUE
6.52,1.73,1.22,7.15,944.06,TRUE
7.33,3.18,2.59,7.21,368.14,TRUE
7.27,3.69,2.28,6.97,284.0,TRUE
8.16,4.77,3.17,7.09,436.19,TRUE
8.49,3.73,1.52,7.47,866.87,TRUE
7.04,1.56,1.84,7.8,112.05,TRUE
6.58,1.69,1.42,7.5,629.89,TRUE
8.01,1.27,1.75,7.85,46.39,TRUE
6.84,1.24,3.0,7.68,761.62,TRUE
8.17,4.04,2.49,7.97,438.75,TRUE
6.93,2.23,0.4,7.44,845.62,TRUE
7.29,2.87,3.91,7.65,114.84,TRUE
7.51,3.32,2.63,7.16,1194.19,TRUE
6.72,4.92,2.08,7.13,1119.57,TRUE
8.14,4.85,1.23,7.69,61.75,TRUE
7.05,4.08,1.35,7.59,1078.83,TRUE
7.95,1.2,0.23,6.85,823.45,TRUE
7.11,2.74,1.04,7.11,1125.39,TRUE
8.36,2.01,2.86,7.94,282.53,TRUE
6.55,3.09,1.08,7.14,1168.58,TRUE
7.33,2.04,3.91,7.59,214.85,TRUE
7.76,2.84,1.12,6.82,921.4,TRUE
7.9,2.47,2.35,7.18,243.14,TRUE
6.68,1.64,3.31,7.38,527.64,TRUE
6.93,3.78,1.47,7.2,389.98,TRUE
7.32,1.35,3.94,6.76,407.56,TRUE
6.55,1.24,0.17,7.04,315.63,TRUE
6.58,4.14,1.87,6.95,678.16,TRUE
7.62,2.99,0.53,6.55,1000.86,TRUE
7.53,3.3,3.02,7.68,633.1,TRUE
8.41,4.26,0.71,7.9,115.1,TRUE
7.6,2.52,2.77,6.63,372.37,TRUE
7.39,4.2,0.76,7.34,802.18,TRUE
8.49,4.81,0.27,7.3,841.89,TRUE
6.61,3.89,1.2,7.25,316.28,TRUE
8.28,3.77,1.36,7.44,473.62,TRUE
7.14,4.89,2.06,7.98,411.78,TRUE
6.83,1.29,1.65,6.76,1111.33,TRUE
8.18,4.03,2.05,7.76,561.78,TRUE
7.07,3.33,2.23,7.26,320.58,TRUE
8.36,3.13,1.16,6.8,593.57,TRUE
8.2,3.94,0.0,7.12,789.97,TRUE
8.14,1.71,3.93,6.95,1062.3,TRUE
7.07,1.47,3.39,7.88,844.36,TRUE
6.52,4.37,1.56,6.77,338.49,TRUE
8.32,1.58,0.11,7.6,757.87,TRUE
8.08,1.79,1.67,6.92,776.53,TRUE
7.24,4.19,2.83,6.54,436.96,TRUE
7.17,4.03,3.91,6.89,845.48,TRUE
7.74,1.48,0.75,7.3,343.63,TRUE
7.81,2.47,2.13,6.77,864.23,TRUE
8.4,1.87,0.41,7.52,571.61,TRUE
6.8,1.63,2.6,6.6,558.49,TRUE
6.67,4.66,2.87,6.8,1040.65,TRUE
8.25,2.81,3.68,7.55,800.4,TRUE
7.18,4.02,0.77,7.37,752.93,TRUE
6.95,2.87,0.83,7.25,302.29,TRUE
6.52,2.24,2.62,6.78,119.05,TRUE
7.9,1.49,0.53,7.08,20.53,TRUE
8.4,2.32,2.7,7.43,478.61,TRUE
7.39,3.58,3.88,6.96,775.4,TRUE
7.92,3.44,2.89,7.78,114.18,TRUE
6.88,3.1,1.52,7.62,860.55,TRUE
6.5,4.75,3.23,6.73,331.27,TRUE
7.51,1.19,0.25,6.94,1169.9,TRUE
6.69,1.52,1.58,7.62,780.22,TRUE
7.31,1.74,3.47,7.16,479.69,TRUE
7.7,4.37,0.19,7.79,837.35,TRUE
6.76,2.21,0.55,6.99,189.83,TRUE
6.99,1.12,2.11,7.07,1135.3,TRUE
7.83,3.76,3.47,7.08,543.62,TRUE
6.85,1.19,3.55,6.8,161.71,TRUE
6.84,1.15,2.9,7.25,526.18,TRUE
7.26,3.18,0.8,6.74,941.33,TRUE
6.54,4.74,2.0,7.54,1053.8,TRUE
8.41,3.59,1.89,6.59,849.74,TRUE
8.41,3.37,0.03,7.57,172.56,TRUE
7.57,4.01,2.54,6.74,210.77,TRUE
7.86,3.2,0.41,7.59,39.21,TRUE
6.9,2.34,2.32,7.87,687.39,TRUE
8.36,3.62,0.21,6.98,243.78,TRUE
6.82,3.01,0.76,7.09,987.21,TRUE
6.64,2.48,3.77,6.85,1057.33,TRUE
8.05,4.61,3.69,7.46,1026.26,TRUE
6.68,4.14,3.6,6.57,439.89,TRUE
8.09,4.96,0.88,7.51,395.39,TRUE
7.32,1.77,0.79,7.49,860.72,TRUE
7.33,2.74,1.39,7.73,542.82,TRUE
8.31,2.07,1.94,7.43,266.2,TRUE
7.19,1.15,3.33,7.52,665.04,TRUE
7.05,1.24,2.07,7.31,714.82,TRUE
6.97,2.09,0.95,7.42,599.94,TRUE
8.0,3.34,2.25,6.87,581.01,TRUE
8.47,1.13,2.82,6.69,93.81,TRUE
7.04,1.45,2.04,6.87,913.27,TRUE
6.86,1.55,0.36,7.24,56.83,TRUE
6.99,4.85,1.0,7.01,399.64,TRUE
7.32,1.2,3.48,6.91,50.55,TRUE
7.87,2.76,1.95,6.6,699.51,TRUE
7.74,3.14,3.04,7.18,156.45,TRUE
7.97,2.62,1.47,7.3,719.39,TRUE
7.83,3.0,3.35,7.64,309.91,TRUE
6.82,4.18,0.4,6.61,876.86,TRUE
8.16,3.58,3.1,6.72,661.98,TRUE
6.94,3.02,3.38,7.47,293.67,TRUE
6.56,3.78,3.89,7.18,1157.51,TRUE
6.92,3.04,3.95,7.86,638.0,TRUE
6.9,2.36,2.42,7.06,852.07,TRUE
8.3,3.35,3.6,6.56,1118.32,TRUE
8.21,2.46,3.93,7.21,1182.46,TRUE
8.37,4.66,1.16,7.68,105.42,TRUE
8.18,1.58,2.47,7.66,629.87,TRUE
6.85,2.28,1.35,7.16,1153.46,TRUE
8.34,1.48,1.23,7.84,1017.66,TRUE
7.66,4.17,2.23,7.18,1034.67,TRUE
7.04,3.33,0.27,7.41,979.21,TRUE
7.83,1.31,3.15,7.31,545.68,TRUE
8.32,2.27,2.11,6.86,944.21,TRUE
8.21,4.9,3.66,6.67,335.12,TRUE
8.14,1.28,1.67,7.56,450.54,TRUE
7.89,4.04,3.34,7.89,821.21,TRUE
8.25,3.89,1.86,7.81,261.5,TRUE
7.53,1.37,3.25,7.83,561.59,TRUE
6.6,1.33,3.3,7.15,86.63,TRUE
8.04,1.32,2.05,7.8,814.41,TRUE
6.65,2.99,1.48,6.9,297.53,TRUE
7.46,3.22,2.06,6.65,402.13,TRUE
8.34,1.5,1.9,6.92,664.74,TRUE
7.94,1.02,1.12,6.68,626.51,TRUE
7.32,4.89,3.08,7.76,408.04,TRUE
8.38,4.26,0.62,7.78,1135.53,TRUE
8.1,1.3,0.89,7.97,448.45,TRUE
8.41,1.42,0.74,6.74,753.9,TRUE
7.45,3.21,1.93,7.06,1174.91,TRUE
8.23,2.87,0.72,7.16,337.88,TRUE
7.62,1.05,0.15,7.18,921.7,TRUE
7.49,2.11,2.27,6.68,178.25,TRUE
7.65,1.44,2.73,7.62,1042.17,TRUE
7.36,4.96,2.03,7.38,653.31,TRUE
8.4,4.18,2.96,7.49,1104.98,TRUE
7.05,4.3,2.7,7.07,172.13,TRUE
6.52,1.66,1.51,7.77,1043.75,TRUE
8.37,4.02,0.61,7.22,286.55,TRUE
7.89,1.58,3.72,6.92,731.48,TRUE
7.96,2.28,1.0,7.93,94.4,TRUE
6.91,3.06,0.13,7.65,1157.94,TRUE
6.76,3.55,0.39,7.93,635.05,TRUE
7.4,3.32,2.66,7.08,1006.77,TRUE
6.75,4.87,3.67,7.45,183.82,TRUE
8.38,4.75,1.56,7.71,5.78,TRUE
6.64,1.64,0.23,7.64,1054.83,TRUE
7.32,3.14,1.7,6.76,1157.13,TRUE
6.68,3.7,2.63,7.16,722.04,TRUE
7.12,4.77,3.04,7.65,116.72,TRUE
6.85,3.98,0.2,7.11,548.68,TRUE
6.65,2.11,3.47,6.71,424.61,TRUE
7.41,3.08,0.96,6.96,374.53,TRUE
8.19,3.36,3.73,7.99,1033.12,TRUE
6.7,2.88,3.54,7.54,491.9,TRUE
8.21,1.14,2.39,6.71,555.41,TRUE
8.05,1.68,1.02,7.5,1094.62,TRUE
7.08,1.86,1.42,6.57,100.65,TRUE
7.25,3.98,0.89,7.68,689.18,TRUE
7.13,4.5,0.1,7.99,1027.77,TRUE
7.36,3.7,3.4,6.96,942.09,TRUE
7.93,2.37,1.95,7.33,620.56,TRUE
7.39,4.05,3.34,7.67,1101.85,TRUE
7.86,2.02,0.89,7.82,61.2,TRUE
6.77,2.83,3.95,7.83,384.37,TRUE
7.67,3.39,1.47,7.83,735.59,TRUE
7.18,3.37,2.53,7.58,37.96,TRUE
8.35,1.92,2.96,7.76,189.75,TRUE
6.98,3.04,3.46,6.9,896.08,TRUE
7.79,4.16,1.15,6.85,801.55,TRUE
6.58,1.85,1.58,7.28,648.65,TRUE
8.39,2.98,3.41,7.11,853.71,TRUE
